release_speed,release_spin_rate,pfx_x,pfx_z,release_pos_x,release_pos_z,plate_x,plate_z,release_extension,p_throws
80.2,2642.0,0.69,-0.66,-2.0,5.61,0.1008707847262522,1.624299094112509,6.9,1
96.5,2643.0,-0.52,1.36,-2.02,5.31,0.2408153027968608,3.43728562263557,7.4,1
96.2,2295.0,-1.42,0.7,-1.93,5.45,-0.9533738917576025,3.9236565982641554,7.1,1
82.9,2556.0,1.6,0.46,-2.91,5.21,0.5733950748956287,2.444307335329297,7.0,1
90.6,2616.0,0.47,0.23,-2.03,5.24,0.0997961754579568,1.9124583945968767,7.3,1
91.4,2376.0,-0.03,1.69,1.37,6.17,-0.3253788861865028,2.4988633488952825,6.3,0
94.3,2459.0,0.19,1.55,2.09,6.7,0.2616452864213638,2.784425270933044,6.8,0
95.5,2543.0,-0.58,1.5,-2.06,6.02,0.0381336871578062,2.410426644719099,6.3,1
83.6,2375.0,0.29,-0.2,-2.27,5.71,-0.1363214760695624,1.7184893632997231,7.0,1
81.8,2296.0,-1.48,-1.13,2.1,6.45,-0.3339330236774525,-1.0763644620306136,6.9,0
92.7,2128.0,-0.17,1.08,-2.16,5.69,0.5668986919333823,2.0481044719156665,7.2,1
84.3,2708.0,0.98,-0.17,-2.15,5.53,1.5199672259660897,1.654196426776509,6.7,1
87.1,2409.0,0.48,-0.07,-1.68,5.89,0.6191759592597741,2.9308898615120085,6.2,1
83.7,2503.0,0.61,-0.02,-1.82,5.87,0.0370079833988435,3.080911649775547,7.0,1
94.6,2470.0,0.36,1.55,2.17,6.52,1.1770511643505122,3.3164233668975043,6.6,0
96.5,2426.0,-0.39,1.69,-2.12,5.86,0.1903763735734472,2.9109136100585724,6.2,1
95.4,2240.0,1.46,0.85,0.42,6.29,-0.4843985767809244,1.9992763805297344,6.1,0
81.6,2431.0,-1.02,-0.9,2.07,6.47,-0.4382482986245387,0.5696576973446197,6.8,0
95.8,2553.0,-0.64,1.27,-1.93,5.4,-0.073586660085358,2.305036129121392,7.0,1
81.4,3037.0,-0.65,-0.99,0.99,6.07,-0.3534376451135269,0.6594564447400564,5.7,0
83.2,2605.0,1.54,0.22,-2.31,5.63,0.5340149062697861,2.26616086138912,6.6,1
97.5,2368.0,-0.68,1.59,-2.0,5.93,-0.732332840717011,3.2717741082776897,7.0,1
88.7,2302.0,-0.26,0.36,2.11,6.56,-0.2833285060893055,1.6428135715133645,6.8,0
98.2,2319.0,-0.52,1.46,-1.85,5.79,-0.8091053143626654,1.9928156308530576,7.3,1
93.1,2254.0,0.14,1.22,1.11,6.09,0.0266880585047269,2.7272949566739344,6.4,0
91.0,2163.0,0.02,1.23,1.3,5.75,-0.2560665176697699,1.9247790235755688,6.7,0
90.2,2543.0,0.47,0.49,-1.92,5.15,2.148083870172162,0.6620440207988476,7.1,1
95.5,2374.0,-0.24,1.21,-1.84,5.57,0.600465062314639,3.692544316486845,7.4,1
93.7,2405.0,-0.48,1.22,-2.06,5.47,-0.2405864703823264,2.730671751595401,7.3,1
96.6,2531.0,0.45,1.36,1.92,6.48,-0.984424396927265,1.4561474737878377,7.1,0
74.5,2441.0,-0.15,-0.9,1.22,6.28,-0.4495950788192929,0.5221615125985837,6.4,0
88.6,2469.0,-0.2,0.38,1.35,6.19,-0.4665946627202627,1.8756744726904075,6.5,0
86.0,1818.0,1.11,1.01,2.31,6.43,0.4204618594154727,1.4768074487368292,6.8,0
87.5,2446.0,0.56,0.35,-2.0,5.58,1.980220955704787,0.9300073429132264,6.7,1
96.4,2249.0,1.34,0.72,0.63,6.09,0.3020179961814486,1.6910068560330915,5.9,0
90.5,2669.0,0.53,0.18,-2.27,5.77,1.537252293087537,0.8514976038180806,6.5,1
90.4,1599.0,1.37,0.64,0.67,6.2,0.2164626462388548,2.5216336539509894,6.1,0
87.8,2494.0,-0.08,0.78,1.43,6.16,-0.4892942115488854,1.428622445136483,6.5,0
96.8,2585.0,-0.65,1.31,-1.93,5.54,0.6399084048225742,2.3444189702656795,7.2,1
95.0,2521.0,0.52,1.6,1.93,6.66,0.7712770580218486,2.1884467636056817,6.6,0
95.1,2338.0,0.35,1.41,2.29,6.48,0.3884579467737143,2.319038241810736,6.8,0
95.6,,0.35,1.35,2.03,6.63,-0.3582470324003406,3.1982470098593963,6.9,0
81.9,2563.0,1.16,0.35,-2.25,5.44,-0.5054688655015471,1.6162144064176154,6.8,1
96.3,2345.0,-0.56,1.14,-2.22,5.92,-1.3661419670775683,2.9036419972425964,6.4,1
88.9,1683.0,1.25,0.1,0.59,5.83,0.2488525196260874,1.6060191032919025,6.3,0
98.0,2456.0,-0.48,1.49,-1.96,5.81,-0.272660745853043,2.704474233299336,7.0,1
88.8,2469.0,0.54,0.29,-2.08,5.91,1.3390766121408486,1.0669947804311648,6.1,1
96.0,2466.0,0.15,1.4,1.96,6.71,-0.2268016319702351,4.138016093677505,7.0,0
87.8,1774.0,-1.19,1.04,-2.06,5.71,-0.202665267587446,3.432063278363868,6.5,1
93.7,2055.0,0.69,0.96,1.2,6.06,0.3776025255968195,1.6684538753905485,6.7,0
81.9,2722.0,-0.31,-0.54,0.65,5.99,0.4815937815483138,3.0567064125991164,5.9,0
96.1,2436.0,-0.43,1.05,-2.2,5.17,-0.1996864613616256,2.505879273041321,7.5,1
83.9,1494.0,1.15,0.26,1.77,5.69,0.5719677290858156,1.0337448387469763,6.4,0
86.5,2498.0,-0.59,0.64,1.64,6.12,-1.4295912003016795,2.1430683632376826,6.5,0
87.2,2524.0,-0.44,0.86,1.52,6.07,-1.0433671777329252,1.3793410612852763,6.4,0
79.7,2847.0,-0.44,-1.26,1.39,5.94,-0.2025331072574693,0.849815981942359,5.9,0
82.5,2534.0,-1.0,0.33,1.45,6.0,-1.5861040228977985,1.973331460040528,6.4,0
75.3,2993.0,-0.66,-1.58,1.12,6.23,-1.3047939918348983,0.015025082859009,6.4,0
87.5,2351.0,-0.31,0.29,2.05,6.56,-0.5525121396477228,2.1432289986455464,6.8,0
86.1,2579.0,-0.24,0.47,1.72,6.19,0.6622183655506146,2.330116072606866,6.1,0
84.9,2418.0,0.3,0.08,-2.19,5.77,0.9560728660112467,1.20656432643774,7.1,1
94.0,2163.0,1.45,0.81,0.47,6.25,0.3282491222337587,3.280062095274323,6.0,0
93.0,2094.0,0.8,0.98,1.26,5.86,0.553586501618137,1.5113638667224043,6.5,0
95.3,2464.0,-0.41,1.1,-2.07,5.38,-1.7239517626213732,4.804677456506361,7.5,1
91.3,2401.0,0.18,1.31,1.37,6.33,-1.153125041168486,4.404493584079942,6.2,0
86.8,2406.0,0.57,0.4,-2.12,5.83,-0.3010733883941954,1.681228764995872,6.5,1
80.3,2850.0,0.93,-1.13,-2.01,5.48,-1.0546869230162303,2.229914461458858,7.0,1
86.9,1903.0,1.02,0.9,2.31,6.32,0.3428499679495385,1.5200653661577856,7.5,0
76.0,2715.0,-0.83,-1.35,0.84,6.23,-0.7987499198676806,1.1073892659269955,5.7,0
90.9,2478.0,0.21,1.05,-2.1,5.81,1.4393201260712394,1.4807881144059123,6.0,1
91.0,1696.0,1.41,0.1,0.91,6.21,1.1777715624437357,1.872671471935043,5.9,0
94.0,2398.0,0.42,1.62,2.06,6.66,0.0944320871657709,1.7975772409475763,6.9,0
82.4,2589.0,-1.2,-0.76,2.04,6.69,-0.9977311449561216,1.3271317557489266,6.8,0
93.4,2442.0,0.68,1.62,2.23,6.59,0.9654185078525248,1.6657340329485062,6.8,0
72.5,2746.0,-0.58,-1.39,1.24,6.04,0.222835107878369,0.5269194531241137,6.2,0
89.3,2351.0,-0.37,0.47,2.14,6.73,-0.2906434326703879,3.493780642813684,6.9,0
87.3,2601.0,0.48,-0.34,-1.79,5.79,0.8049339474877808,0.588204031444723,6.6,1
73.7,2404.0,-0.25,-1.45,1.09,6.46,0.0562736597766654,2.2943862580275862,6.3,0
91.7,2352.0,-0.3,1.46,1.48,6.21,-0.8839741931224616,3.15152995905029,5.7,0
95.4,2452.0,-0.85,1.25,-1.96,5.59,0.7451361084929147,1.917414219051932,7.1,1
87.6,2449.0,-0.16,0.8,1.25,6.31,-0.113355623706185,2.9068389038801024,6.2,0
88.9,,1.37,0.14,0.8,5.96,0.2251966078139096,1.5708064625479996,5.9,0
97.4,2325.0,-0.54,1.47,-1.97,5.92,0.0591663913619926,2.917420981811917,7.4,1
96.3,2477.0,-0.64,1.39,-2.01,5.37,0.5160745694493232,3.227569327924208,7.1,1
95.6,2513.0,-0.94,1.31,-2.17,5.31,-0.6245306153451123,2.094642357254776,7.6,1
88.8,2221.0,-0.21,0.87,2.24,6.56,0.1601150668087128,1.3817517048108587,6.8,0
98.2,2324.0,-0.56,1.55,-1.96,5.86,-0.2801144070184878,3.1143141269029493,6.9,1
89.8,1698.0,-1.4,0.81,-2.32,5.55,-0.2148103654311168,0.1752462014193678,6.6,1
87.5,2371.0,0.3,-0.07,-2.03,6.09,0.4568964523543871,1.635251578588945,6.1,1
82.5,2686.0,0.78,-0.85,-2.21,5.6,0.3238286369388898,1.494911473756043,7.1,1
94.9,2174.0,1.48,0.67,0.61,6.4,-0.0868417067112621,2.522212060090121,5.7,0
91.8,2516.0,0.41,0.48,-2.29,6.02,0.8548279682350355,2.535656545689045,6.4,1
97.6,2391.0,-0.66,1.42,-1.9,5.81,-0.1408098141251507,3.1527890350395618,6.9,1
80.2,2196.0,0.26,0.64,-2.22,5.67,0.7657309304458861,0.8194706666582063,6.5,1
94.3,2392.0,-1.18,0.59,-1.95,5.26,-1.095207193444337,2.1348056072818142,7.1,1
96.9,2301.0,-0.4,1.5,-2.12,5.71,0.8580287050476112,1.3185680860014604,7.1,1
74.0,2360.0,-0.15,-1.3,0.99,6.33,-0.2112610296319894,0.5354673810373995,6.5,0
91.2,1681.0,1.4,-0.04,0.81,6.29,0.2776755625872988,2.653292936118333,5.8,0
97.0,2514.0,-0.64,1.24,-1.79,5.52,0.4212068018100858,2.774142241662058,7.3,1
96.2,2351.0,-0.64,1.44,-2.04,5.84,-0.9177134881451094,2.4801285412003127,6.9,1
98.9,2325.0,-0.25,1.3,-2.16,5.83,-1.235873440061,3.604433308570352,6.8,1
91.7,2533.0,0.44,0.67,-2.09,5.88,0.8508848222163825,2.226805350196958,6.4,1
95.6,2334.0,-0.96,1.22,-2.02,6.17,-0.8154789350912675,3.072412310743503,6.2,1
87.9,2594.0,0.42,0.2,-2.03,5.2,0.3477672000705519,3.0162255742138493,7.0,1
96.1,2403.0,-0.76,1.65,-2.0,5.82,-0.1180292230661411,3.25458926142205,7.0,1
74.0,2118.0,-0.06,-1.23,1.25,6.22,0.8077792980963313,1.8277663892540632,6.3,0
95.0,2244.0,-0.63,1.43,-2.17,5.86,-0.1266636857242317,4.179603450259526,5.9,1
85.7,2321.0,0.39,0.22,-2.12,5.85,1.29056922629734,2.200356341176352,6.9,1
74.2,2460.0,-0.4,-1.22,1.07,6.07,1.988363972960592,3.1202340393337185,6.5,0
86.3,2100.0,-1.5,0.86,-2.21,5.66,-0.8601760497836717,2.8940093942922247,7.2,1
95.4,2512.0,-0.62,1.4,-2.08,5.41,0.093560906948852,3.5269330790554188,7.4,1
79.5,2857.0,-0.84,-1.49,0.78,5.99,-1.2869224392595382,0.2192251746625819,5.9,0
80.4,2712.0,-0.73,-0.95,0.94,6.28,0.5776988910135317,2.575170743996115,5.6,0
74.1,2195.0,-0.07,-1.18,1.06,6.43,0.7138273098770228,3.967526901095476,6.4,0
83.1,2913.0,1.24,-1.09,-2.21,5.2,0.5441129108815735,0.9694685884131936,7.4,1
95.5,2380.0,-1.49,0.83,-1.84,5.41,-0.7414277154498339,3.9439946799112495,7.2,1
81.5,2276.0,-1.18,-0.95,2.01,6.74,-0.0975881106711556,3.546523696649042,6.7,0
91.0,2337.0,-0.36,1.5,1.25,6.17,-0.8487475464219737,1.3013795425462706,6.5,0
83.7,2617.0,1.37,0.31,-2.47,5.53,0.4950264268130235,1.367607677970642,7.0,1
98.8,2502.0,-1.03,1.58,-1.72,5.75,0.7033238640180304,1.9055896410221136,6.7,1
83.7,2455.0,1.54,-0.03,-2.38,5.85,0.2017043234191207,1.3511655491906254,7.1,1
80.9,2811.0,-0.55,-0.94,0.68,5.95,0.2877246570073908,1.8500013462681948,5.9,0
87.8,2329.0,-0.25,0.92,1.96,6.89,-1.9513718890774296,-0.846160560144076,6.8,0
94.8,2191.0,-0.54,1.52,-1.74,5.79,0.8580914437958782,1.2271024610947487,7.0,1
83.8,2569.0,1.76,0.14,-2.3,5.59,1.665139837199208,2.2750204300757826,6.9,1
96.3,2391.0,-1.13,0.56,-1.94,5.22,0.7892118806923845,2.1512250322107582,7.4,1
86.4,2596.0,0.37,0.37,-2.27,6.1,-0.3232877427233396,3.554034962128568,6.5,1
81.2,2767.0,0.72,-0.82,-2.12,5.3,0.8194455802359932,0.947590521223133,7.1,1
75.0,2525.0,1.0,-1.36,-1.89,6.47,-0.5077544566060512,2.0237984279556738,6.7,1
89.6,1521.0,-1.02,1.03,-1.75,5.76,-0.3533787192018039,2.728342376909829,6.2,1
96.6,2398.0,-0.59,1.57,-1.99,5.71,-0.7038822875530246,3.4455717460569755,7.4,1
99.9,2493.0,-0.7,1.54,-2.24,5.8,0.6273452192258969,3.0585286732136003,6.5,1
75.2,2411.0,-0.49,-1.2,1.27,6.27,-0.1198424304713109,1.6145143915337927,6.5,0
97.8,2410.0,0.05,0.87,-2.34,5.59,0.3820126106266133,3.298810767380021,6.9,1
97.9,2415.0,-0.43,1.53,-1.97,5.9,0.3390166372152302,2.405282162247813,7.3,1
85.9,2398.0,0.19,0.27,-1.97,5.84,0.1066097979209142,2.5735606548745142,6.9,1
95.8,2230.0,0.93,0.57,0.24,6.18,-0.7785374449460102,3.2311026254778685,5.8,0
85.3,1679.0,1.23,0.33,1.41,5.85,0.6145117332722569,1.6043697913244763,6.4,0
93.4,2330.0,0.63,1.7,2.06,6.65,0.9950629809001575,1.279220459463295,6.8,0
88.3,2588.0,0.26,0.11,-1.76,5.91,0.7392701075742543,1.871969805408901,6.5,1
85.4,2466.0,0.43,-0.2,-2.15,5.91,0.7913056961608392,2.972739216631432,7.2,1
79.5,2538.0,-0.98,-0.83,2.22,6.49,-0.4035959785871539,0.8586523430937429,7.0,0
82.6,2688.0,-0.34,-0.56,0.77,6.01,1.0266123496101485,1.6878258347055812,6.0,0
98.6,2362.0,-0.65,1.62,-2.29,5.84,1.181851365798948,2.3602803631143487,6.7,1
94.5,2265.0,-0.45,1.62,-2.06,5.95,-1.3041281743862816,3.2244462537447776,6.8,1
94.3,2420.0,0.45,1.65,2.19,6.53,0.7380538443406599,1.5571684823099283,6.8,0
74.3,2823.0,-0.73,-1.32,1.42,6.05,-0.5837945034292874,1.8258732733369083,6.3,0
94.8,2386.0,0.41,1.82,1.96,6.72,0.3398184209150352,3.097578405069843,6.6,0
86.1,1479.0,0.95,0.58,1.72,5.73,1.6978747785939257,2.8426213189245804,6.5,0
91.0,1739.0,1.28,0.78,0.62,6.04,-0.9357738250289018,0.7798532771553826,6.1,0
72.6,2228.0,-0.45,-1.31,1.27,6.39,0.3408525462421573,2.6742292604964906,6.5,0
96.9,2207.0,1.17,0.72,0.31,6.28,-0.0258591826995575,2.600841411351462,6.1,0
97.2,2425.0,-0.44,1.07,-1.86,5.4,-0.4672848151605815,2.80136313940499,7.4,1
93.1,2198.0,0.73,0.96,1.14,6.11,1.7469013433409972,3.474649803787634,6.7,0
96.8,2402.0,-0.68,1.65,-2.07,5.95,0.0084801133473796,2.077179380060364,6.4,1
79.2,2931.0,-1.01,-1.34,1.05,6.25,0.7994752043578315,1.0386923520259872,5.7,0
91.5,2246.0,-0.28,1.43,1.45,6.13,-0.3406463266157788,3.5564510798387823,6.5,0
82.7,1472.0,1.0,0.46,1.54,6.04,0.7136349272304509,2.875277671372892,6.3,0
87.9,1784.0,0.99,1.18,2.22,6.5,0.35020574930846,1.315077657635621,6.8,0
91.1,2675.0,0.38,0.27,-1.91,5.52,1.0030714283948805,1.470375340771486,6.9,1
89.6,2408.0,0.24,0.28,-2.24,5.84,1.0435108537050153,1.272266915167095,6.3,1
81.7,1596.0,1.14,0.84,2.25,6.29,-0.1325464590592755,1.3498904642314944,7.3,0
84.0,2807.0,1.02,-1.11,-1.64,6.05,0.4176641387208963,2.747459524390298,6.1,1
88.2,2410.0,-0.16,0.28,2.09,6.51,-1.2545512964972092,0.1687751377865001,6.9,0
97.1,2483.0,0.56,1.7,2.08,6.44,1.3931802310696588,2.161344758612781,7.0,0
97.1,2573.0,-0.36,1.06,-2.17,5.31,-0.3814616553622491,3.909430734766561,6.7,1
80.1,2843.0,-0.86,-1.4,0.78,6.15,0.8665884952242335,2.6520736535361777,6.0,0
91.0,2571.0,-0.27,0.42,0.7,6.16,-1.394129759754688,0.8149300078233548,5.8,0
93.5,2239.0,-1.29,0.65,-2.01,5.31,-1.9681023734605048,3.142842130132716,7.1,1
91.5,2702.0,0.66,0.37,-1.79,5.73,1.8122979659199927,0.7963419767676558,6.5,1
95.2,2489.0,0.45,1.57,2.11,6.55,-0.2558904932799956,0.515930372595044,7.0,0
92.8,2162.0,0.17,1.4,2.2,6.66,1.0093947539981976,3.8633054406615184,6.9,0
97.3,2418.0,-1.15,0.82,-1.88,5.24,-0.649072836073799,1.2367063731492307,7.1,1
72.3,2628.0,-0.41,-1.09,1.31,6.03,0.3872894626740759,2.2750956745570248,6.4,0
95.7,2489.0,0.54,1.63,1.99,6.6,-0.3479648901490777,3.181728461782675,6.8,0
81.2,2352.0,-1.33,-0.59,2.0,6.69,-1.7146543173761597,2.472574723516912,6.8,0
89.1,2157.0,0.15,0.49,-2.12,5.94,1.3995048582231668,1.0238262538754663,7.1,1
94.7,2202.0,1.35,0.9,0.63,6.26,-0.3023860209842048,2.349029644644933,5.9,0
85.2,2531.0,1.37,0.47,-2.58,5.48,-0.5524450472400668,2.4529095345603547,6.9,1
96.9,2411.0,-0.48,1.68,-2.06,5.99,0.958393970748196,3.2908681967346496,6.2,1
76.4,2321.0,1.12,0.38,-2.51,5.67,0.2380380491789471,2.5817334050414185,6.5,1
95.8,2496.0,-0.22,1.34,-1.8,5.54,0.0644360643986147,2.8787556734044752,7.3,1
80.5,3061.0,-0.97,-1.31,0.77,6.06,-0.9455567883363706,0.395212492280657,6.2,0
81.5,2819.0,0.76,-1.28,-2.06,5.94,-0.6059403679171811,0.9448231512280838,6.0,1
98.1,2292.0,-1.17,0.58,-1.96,5.4,-0.8150088593027776,2.427602079047982,7.7,1
97.4,2497.0,-0.72,1.64,-1.53,5.97,0.4043772826028257,2.37221331223854,6.5,1
97.3,2520.0,-0.81,1.56,-2.15,5.88,-0.803445480583718,2.520874644085044,6.2,1
90.6,2464.0,0.37,1.74,1.56,6.19,0.7634747140085726,2.3419912579997737,6.4,0
84.3,2706.0,-0.76,-0.12,1.55,5.91,-0.9511298731005592,1.5146817080735118,6.7,0
95.4,2197.0,-0.45,0.95,-2.02,5.81,0.5998642743792155,1.89592989119039,7.0,1
89.9,2478.0,0.04,1.58,1.4,6.31,-0.4416462441627046,4.679218956623371,6.5,0
95.3,2457.0,0.12,1.43,2.15,6.64,-1.2496581716691817,3.1126336155962546,7.0,0
97.8,2489.0,-0.81,1.42,-1.7,5.88,0.2164801815608567,2.479802065482204,6.4,1
85.2,1594.0,1.1,0.74,2.47,6.51,2.1109402294273667,3.454532041656161,6.8,0
71.8,2033.0,-0.33,-1.18,1.43,6.3,-0.1252140096619313,0.6787744233583313,6.5,0
97.3,2496.0,0.16,1.49,2.13,6.51,-1.193722127242468,2.914716358519403,7.0,0
96.8,2501.0,-0.22,1.2,-2.04,5.33,-0.3064404999504413,5.044524659110451,7.3,1
95.6,2330.0,0.42,1.52,2.14,6.83,0.533804354254402,3.850136317116037,6.8,0
93.4,2037.0,1.24,0.55,0.69,5.88,0.5911470546126018,2.717330950356395,6.2,0
94.6,2303.0,0.27,1.57,2.19,6.78,0.5035986870449671,3.2382230292714644,6.8,0
93.8,2154.0,1.4,0.36,0.84,6.23,0.3499542143826206,2.590272235673604,6.0,0
89.4,2496.0,-0.2,0.12,1.41,5.8,0.5258846124924922,0.9690870156697308,6.5,0
90.2,1724.0,-1.18,0.82,-2.37,5.63,-1.619660314179769,1.847688374977284,6.4,1
95.0,2418.0,0.48,1.55,2.45,6.54,0.7611182717253913,2.632230584412784,6.7,0
82.3,2249.0,0.8,0.93,-2.35,5.44,-0.069612572242641,1.6790998086718156,6.7,1
96.1,2313.0,-0.44,1.52,-1.9,6.01,-1.4109757100937068,3.442918486112979,7.1,1
96.7,2478.0,-0.54,1.88,-2.05,5.85,0.0441171931942201,3.155127047955423,6.9,1
73.3,2795.0,-0.71,-1.43,1.32,6.09,0.1974570072450923,2.430421271094346,6.3,0
87.1,1397.0,1.0,0.46,1.45,5.83,-0.2030998730859617,0.4809792178715946,6.8,0
97.5,2205.0,-0.55,1.33,-1.94,5.82,-0.5312845363282229,2.7819515586275,7.0,1
97.9,2330.0,-0.52,1.23,-1.77,5.85,0.6799229242120848,2.662291561484861,7.0,1
74.1,2502.0,1.09,-1.13,-1.85,6.17,0.4000152724479473,1.5448870145501887,6.8,1
95.5,2018.0,1.32,0.49,0.69,6.29,-0.1423203582191117,1.8944741836165588,5.8,0
87.8,2422.0,-0.49,0.44,1.52,6.27,-1.038662597094044,1.5541713793439895,5.8,0
95.1,2367.0,-0.79,1.3,-2.09,6.06,-0.7638586224055409,2.1275335398498534,6.1,1
91.8,2427.0,0.2,1.65,1.64,6.11,0.1668730894709899,1.7176348948693976,6.8,0
87.4,1415.0,-1.33,0.53,-1.73,5.83,-1.100533018652529,3.106754002077546,6.4,1
93.4,2271.0,0.2,1.09,1.15,5.98,-1.2478418360907744,3.697825882175631,6.4,0
95.1,2443.0,-0.23,1.29,-2.12,5.2,0.1410620160640926,2.795266982993337,7.3,1
96.7,2498.0,-0.65,1.66,-1.8,6.05,0.383799089261266,2.311305765903146,6.5,1
82.0,2650.0,0.83,-0.4,-2.18,5.44,0.7331932715104272,2.4154926914900003,7.1,1
81.1,2729.0,0.78,-1.18,-1.84,5.92,-1.0605171806567908,3.973881623502812,6.1,1
84.1,2635.0,1.03,-0.22,-2.29,5.23,-0.7220842291791558,2.2131870332775376,6.1,1
85.4,1862.0,0.99,0.79,2.37,6.45,0.8041459684805922,1.3073306033490082,7.0,0
87.9,2624.0,0.24,0.04,-1.58,5.97,1.6114544805296211,0.1865488439676785,6.3,1
95.7,2166.0,-0.4,1.48,-2.19,5.78,-0.9826464489899082,2.5512371123731894,7.3,1
97.4,2338.0,-0.75,1.12,-1.9,5.99,0.9205170572199692,2.17230652464386,6.4,1
77.4,2576.0,-0.93,-0.66,0.96,6.09,-0.7205906983886419,2.3347149264633247,5.8,0
84.7,2893.0,1.36,-0.94,-1.68,5.82,1.1217112287044972,1.550454991171298,6.1,1
83.0,2623.0,1.32,0.09,-2.04,5.22,0.2152055051486125,1.5521516512386615,8.1,1
95.9,2430.0,-0.71,1.87,-1.9,5.87,-0.3657691353205593,2.8242447386477463,6.9,1
85.9,2530.0,-0.53,0.42,1.49,6.14,-1.0300774208047685,0.8918625185488258,6.4,0
85.3,,1.33,0.46,-2.55,5.51,0.3100875206456877,2.0098852685290653,6.9,1
93.8,2434.0,0.28,1.67,2.06,6.94,-1.4698309338564517,2.540387797459311,6.7,0
88.9,1856.0,0.99,0.6,2.33,6.34,0.9577624613365308,0.8339850753279834,7.1,0
92.0,2413.0,0.19,1.52,1.44,6.15,-0.4440482705359617,2.156746262974466,6.6,0
87.9,1609.0,-1.44,1.06,-1.89,5.69,0.3829481539044934,1.6448813619400235,6.3,1
97.0,2335.0,-0.45,1.7,-2.15,6.03,-0.2834638317422332,4.374290640938422,6.9,1
96.9,2637.0,-0.39,0.81,-2.14,5.34,-0.0240513329935491,2.9991122903103973,7.2,1
98.7,2413.0,-0.68,1.56,-2.03,6.09,-0.0999388412022882,2.686180767197184,6.4,1
87.7,1799.0,1.24,0.8,2.45,6.3,1.085847999989582,2.031897945932773,7.2,0
80.5,2905.0,-0.69,-1.19,0.75,5.94,-0.7778605365884655,0.7567413931144422,6.0,0
83.7,2333.0,0.58,0.0,-1.93,5.81,-0.1351884422074887,1.4500041733813531,7.0,1
95.1,1932.0,-0.48,1.07,-2.14,5.75,-0.1386120181519016,2.612459597581227,7.0,1
97.7,2571.0,-0.62,1.34,-1.93,5.45,1.3560952115678062,2.250117721319083,7.3,1
94.3,2214.0,1.28,1.12,0.66,6.21,0.2734703659123486,2.47396412240478,5.7,0
84.4,2646.0,0.87,0.27,-2.23,5.35,0.208736246482771,1.0200816568723878,6.9,1
97.3,2585.0,0.54,1.52,1.87,6.6,0.2315386657907682,3.212343853002462,7.0,0
79.5,2777.0,-0.93,-0.86,1.09,6.04,-0.2055053596878173,1.911833538574616,5.8,0
94.9,2158.0,0.85,0.9,1.25,6.05,0.6200578583696064,2.315256638014,6.6,0
85.1,2413.0,0.28,0.15,-2.13,5.7,0.7843327566774989,1.3965074486980318,6.8,1
97.6,2133.0,-0.78,1.1,-2.25,5.61,-0.2184087147369231,3.262123266786471,7.1,1
97.7,2579.0,0.46,1.51,2.05,6.53,0.5056455012510959,2.692503164691492,7.2,0
81.1,2948.0,-0.82,-1.28,0.89,6.2,0.0570562541952424,1.4666995631089792,5.8,0
98.4,2325.0,-0.61,1.39,-1.96,5.92,-1.062935025820662,4.05501541961555,6.9,1
95.2,2493.0,-0.55,1.48,-1.8,5.24,0.1816793187974542,1.5455609609345655,7.3,1
87.5,2286.0,-1.07,1.08,-2.2,5.71,-1.4008534200144105,2.307484207509884,7.2,1
88.7,2552.0,0.68,-0.03,-2.02,5.32,1.2643553039381086,1.9761405093146955,7.1,1
96.0,2395.0,-0.71,1.47,-1.91,5.78,0.0244379584092019,1.6594023148928017,7.0,1
96.2,2183.0,1.21,0.73,0.62,6.14,0.4741291236429686,2.9395780593634964,5.8,0
89.6,2607.0,-0.25,0.23,0.74,6.3,0.0247875916934724,3.5441673724838543,5.3,0
90.8,2264.0,-0.22,1.29,1.5,6.17,-1.2112526316729857,3.2680025281492373,6.6,0
83.4,2711.0,1.39,-0.15,-2.41,5.22,1.2586219114303137,2.087902545529817,6.9,1
96.3,2271.0,1.25,0.76,0.6,6.41,0.3851228211325057,1.916171778054016,5.9,0
73.3,2270.0,-0.41,-1.4,1.27,6.42,0.5198934771256618,1.7712450524381795,6.2,0
94.1,2025.0,0.28,0.66,0.94,6.06,-0.2494947283030819,1.1171701951080293,6.8,0
95.5,2293.0,1.16,0.8,0.61,6.01,0.4904366664248605,1.4917231313265331,5.9,0
96.0,2389.0,-0.21,1.15,-2.06,5.33,0.0945525600645423,2.347729309172016,7.2,1
91.1,2394.0,0.38,0.93,-2.47,5.69,-0.3717788113114126,2.274396206315565,6.2,1
72.9,2316.0,-0.57,-1.19,1.12,6.35,0.1662120155923468,2.280754655049964,6.5,0
95.1,2436.0,-1.21,0.61,-1.91,5.41,-0.7203747119219854,1.690211829023815,7.2,1
90.9,2306.0,0.01,1.41,1.58,6.12,0.0601356567698814,1.7240843419301002,6.4,0
87.4,1845.0,0.99,0.76,2.32,6.4,0.0981365376805323,0.23291468921112,7.0,0
83.8,2855.0,0.88,-1.19,-1.72,5.99,0.333777176781985,1.156135306394936,6.2,1
96.0,2375.0,-0.43,1.76,-2.11,5.89,0.0243868809053486,3.269734371007047,6.9,1
94.6,2427.0,0.38,1.72,1.97,6.68,-1.6598123166616756,1.6400076103705967,6.6,0
97.2,2322.0,-0.26,1.09,-2.51,5.6,0.1354590602448002,2.2323620040147385,6.9,1
95.8,2132.0,1.5,0.57,0.3,6.22,-0.0996763865779473,0.8849023930760922,5.9,0
