release_speed,release_spin_rate,pfx_x,pfx_z,release_pos_x,release_pos_z,plate_x,plate_z,release_extension,p_throws
96.1,2296.0,-0.31,1.57,-2.26,5.76,-0.6805962889626795,1.9223041182139344,6.7,1
92.3,2559.0,0.18,1.11,-2.3,5.96,0.3022849248604429,3.912419491705576,6.3,1
96.3,2397.0,-0.44,1.62,-2.03,6.17,1.90197867732938,3.305903910580291,6.3,1
73.8,2838.0,-0.66,-1.37,1.19,6.34,-0.2029623250385219,2.0108080302107068,6.4,0
98.8,2553.0,-0.76,1.54,-1.72,5.91,-0.1481341874046162,3.1033776718412738,6.6,1
89.1,2286.0,0.36,0.7,-2.1,5.63,0.7113602031531759,1.8068859757497684,6.8,1
94.9,2172.0,-0.07,0.72,1.2,6.1,-0.5168112768920238,2.9508280485008145,6.5,0
96.1,2305.0,-0.63,1.56,-2.2,6.07,-1.4756248634169806,4.273300191308054,6.3,1
87.0,2467.0,0.35,0.33,-2.11,6.06,0.2647515518819551,1.2099204644189785,6.5,1
92.6,2360.0,0.66,1.54,2.03,6.64,-0.2775393615654754,3.0152082820818205,6.7,0
86.3,2732.0,0.91,0.39,-2.06,5.13,2.0646370918642285,0.631992601090329,7.3,1
94.5,2329.0,-0.49,1.68,-1.41,6.12,-0.0230379973132357,3.440476193876857,6.1,1
87.3,1767.0,1.2,0.65,2.46,6.34,-0.1627062631199933,0.2547783108384258,6.8,0
96.8,2479.0,0.14,1.6,2.04,6.56,-0.6927611350889584,3.053409587281087,7.0,0
76.0,2638.0,-0.66,-1.37,1.42,6.26,1.764864671484339,0.9734804983189642,6.3,0
74.3,2510.0,-0.87,-1.13,1.4,6.11,0.9506354180729064,3.879818044101455,6.5,0
83.5,2808.0,0.8,-1.4,-1.81,5.93,0.2721166617137377,0.5815812789435846,6.3,1
88.3,1579.0,1.21,0.44,1.24,5.77,2.1805979506069333,2.2967863033808267,6.5,0
89.5,1722.0,1.42,0.39,0.65,6.21,1.5647690071940772,3.067011848577243,6.0,0
71.9,2191.0,-0.59,-1.24,1.26,6.45,1.2902723758184436,4.18666311875596,6.0,0
96.1,2300.0,-0.66,1.59,-2.18,6.04,-1.3915276749857748,3.1033366008652243,6.4,1
96.5,2423.0,-0.88,1.68,-1.76,5.88,-0.6592394326855555,4.154553199349948,6.1,1
82.5,2520.0,1.86,-0.1,-2.52,5.55,-1.400762215674442,2.9049136862459206,6.5,1
88.5,1472.0,-1.07,0.92,-2.26,5.9,-0.0756652763150032,2.4507247236628835,6.3,1
86.3,2362.0,-0.6,0.22,1.35,6.27,-1.3787854337084904,1.3649103855579572,6.3,0
84.3,2544.0,1.34,0.35,-2.35,5.57,-0.3858891597277729,1.645342050179143,6.4,1
81.6,2714.0,0.86,-1.15,-2.29,6.16,-1.032391910415234,3.175615054549276,6.2,1
87.4,1786.0,0.91,1.12,2.24,6.31,-0.1430272792431184,1.1612692019062456,7.3,0
73.7,2272.0,-0.28,-1.23,1.23,6.34,-0.0160698771133911,1.5395399389265618,6.2,0
84.9,2454.0,1.21,-0.43,-1.95,5.38,2.0251833057147657,1.321501961938461,7.6,1
87.5,2298.0,-1.23,1.05,-2.31,5.76,-1.4816727819188589,1.6513899746447762,7.0,1
88.2,2282.0,0.18,1.64,1.62,6.14,-0.9021666761099036,2.608525706972304,6.7,0
83.8,2757.0,0.77,-1.16,-2.03,6.0,0.6398286988489239,2.057551287182608,6.2,1
88.7,1112.0,-0.68,0.34,-1.95,6.09,-3.3601696805849643,3.5174397383731395,6.7,1
91.6,2234.0,0.0,1.32,1.73,6.1,0.108803108460836,2.625940692417075,7.2,0
95.6,2371.0,-0.67,1.55,-2.05,6.08,-0.0233022360309627,2.6641866810915564,5.9,1
87.6,1856.0,0.95,0.75,2.35,6.48,0.383034448539414,1.870561465355577,6.9,0
97.7,2366.0,-0.45,0.97,-2.41,5.56,-0.3834768439806217,3.2653559683588425,6.8,1
97.5,2340.0,-0.59,1.38,-1.88,5.99,0.3502761929718162,3.3457194418330864,7.0,1
81.8,2684.0,0.91,-0.88,-1.78,6.03,-0.6419547929669225,3.8900545902441217,6.1,1
91.2,2518.0,0.09,1.17,-2.5,5.88,-0.2972505890137152,2.9133237598921324,6.2,1
88.4,2477.0,0.44,-0.06,-2.13,6.08,0.0219404750347488,2.727154212935873,5.8,1
82.9,2518.0,0.31,-0.16,-1.98,5.97,-1.5155598089097162,4.038594234044702,6.7,1
85.4,1652.0,1.22,0.63,2.24,6.46,0.7943898639405156,1.871392828931747,6.7,0
95.0,2003.0,1.31,1.01,0.77,6.26,0.3788973516875341,1.473813919609078,5.8,0
85.3,2283.0,0.53,0.47,-2.31,5.7,1.4437687345062855,1.8896739299695449,7.0,1
90.2,2249.0,-0.4,1.57,1.58,5.99,0.6523154390602629,2.3932522557687,6.6,0
94.5,2259.0,1.55,0.56,0.39,6.37,0.2675918315373946,2.5381518133297067,5.9,0
89.7,1591.0,-1.29,0.78,-2.18,5.62,-1.1645895591381616,1.4627518149378362,6.6,1
95.9,2179.0,0.93,0.85,1.11,5.86,0.4308196958838886,1.355983571269116,6.6,0
83.4,2683.0,1.33,-0.12,-2.14,5.2,0.5274581418280899,2.064821934479028,7.1,1
81.1,2871.0,-0.55,-1.54,0.87,6.21,0.3078804280469838,1.8901726959587988,5.6,0
86.4,2755.0,1.08,0.02,-2.19,5.37,0.5637191723129091,1.004913127822776,7.0,1
98.9,2430.0,-0.42,1.53,-2.16,5.91,0.8612901277442341,1.8095760667286969,6.5,1
84.7,2437.0,-0.53,0.59,1.74,6.12,-0.6418064131658652,2.176865201466979,6.6,0
88.0,1619.0,1.29,0.43,1.43,5.8,-0.7030215814585774,0.3115828636797793,6.6,0
95.3,2244.0,-0.54,1.61,-2.1,6.03,0.7018190703859174,1.4886337626430786,7.1,1
96.3,2389.0,-0.35,1.58,-2.28,5.73,-0.1879791117109401,2.5230823040244394,6.9,1
98.6,2297.0,-0.49,1.41,-1.95,6.01,0.4749080605945266,3.597594394591872,7.1,1
86.3,1396.0,-0.4,0.61,-1.86,6.0,0.079660278774496,2.179191144552948,6.9,1
92.3,2067.0,0.42,1.02,1.22,6.02,0.4528904894509776,2.900808104771176,6.8,0
95.3,2300.0,-1.31,0.66,-1.93,5.4,-2.210802847280604,2.9050914243478143,7.3,1
96.1,2322.0,-0.55,1.58,-2.13,6.01,0.1754924377246249,2.353710787327316,7.0,1
81.6,2565.0,0.56,-0.66,-2.11,5.53,1.0364528158792916,1.440862031672672,7.0,1
84.4,2415.0,0.45,0.66,-2.56,5.32,-0.4562780192102821,1.7654775348966305,6.6,1
97.0,2337.0,-0.43,1.59,-2.07,5.73,0.0223914028702077,3.255544784735621,7.3,1
75.0,2398.0,1.38,-0.08,-2.38,5.69,2.1474900559859647,2.1357805764176683,6.7,1
88.9,1743.0,1.39,0.21,0.88,6.39,1.0779446843448288,2.564649337755361,5.7,0
86.8,2531.0,-0.69,0.4,1.52,6.19,-0.1984785892853547,-0.1100436300686973,6.4,0
79.5,2403.0,-0.77,-0.75,1.82,6.84,0.4243782705824546,3.00063112471416,6.6,0
91.5,2554.0,0.34,0.53,-1.85,5.9,1.2292206324677142,2.818576809364008,6.3,1
86.9,1830.0,1.14,0.84,2.21,6.53,0.7590624238296362,2.130344982975278,6.8,0
84.2,2519.0,-0.58,0.44,1.71,6.23,-1.5564135885417691,0.9450468909379004,6.3,0
97.4,2254.0,-0.47,1.35,-1.91,5.9,0.1768383979966965,1.9780353616053905,7.3,1
96.7,2644.0,-0.58,1.34,-2.12,5.37,0.4214715157544426,1.9074820281876272,7.3,1
87.9,2263.0,-0.24,0.51,1.99,6.67,-0.7090278638198327,-0.1360704451367083,7.0,0
90.1,2435.0,-0.37,0.79,-2.06,5.52,0.0926872811557374,3.9305905345055474,7.2,1
97.2,2590.0,-0.77,1.34,-1.92,5.55,-0.3517596689772688,3.807996356513698,7.2,1
87.2,1498.0,-0.88,0.78,-1.72,5.87,-0.5100884170426973,2.235002533368529,6.3,1
79.5,2783.0,-0.75,-1.09,0.88,6.22,-0.103720439476057,2.8231152376025177,5.7,0
92.0,2549.0,0.4,0.66,-2.25,5.98,1.0544650536733908,2.8711679711831577,6.3,1
86.6,2342.0,0.6,0.42,-2.3,5.69,0.5764545090681017,1.3749302570720414,6.8,1
86.7,2468.0,-0.64,0.34,1.53,6.15,-0.276325149818504,1.611921868928389,6.4,0
95.4,2504.0,-0.58,1.06,-2.02,5.5,0.3559454414216344,2.596927743885128,7.2,1
89.6,2406.0,-0.38,0.63,1.97,6.52,-0.6838412744258082,0.9367596129012216,6.9,0
95.4,2237.0,1.33,0.88,1.13,6.37,0.3507660846732982,2.844129552911231,5.8,0
85.1,2348.0,0.6,0.11,-1.94,5.68,0.4754669233130621,2.1331244713561515,7.2,1
95.9,2251.0,1.3,0.77,0.55,5.95,0.2642984138454363,2.477076854413274,6.0,0
94.8,2150.0,-0.05,0.59,1.27,6.06,-0.7695698607586429,2.558710925089862,6.7,0
96.2,2423.0,-0.66,1.49,-2.04,5.77,0.1309246361813558,2.250297371125135,7.0,1
93.6,2157.0,1.22,0.96,0.19,6.32,-0.6594331418581569,1.89302914889866,6.0,0
97.3,2461.0,0.15,1.37,1.81,6.47,-2.08259608319381,2.3065469220487564,6.9,0
96.8,2501.0,-0.77,1.63,-1.95,5.99,0.1306057868602055,2.682158389669265,6.4,1
82.6,2628.0,1.21,0.04,-2.01,5.33,0.6701022765962423,2.011906179543971,6.8,1
93.0,2157.0,0.55,1.03,0.91,5.95,-0.1027736633949729,1.9155971095222943,6.6,0
86.0,2293.0,0.44,0.2,-2.0,5.85,0.4382294850819102,1.839501381251475,7.0,1
97.9,2509.0,0.49,1.65,2.2,6.53,0.7343994860246384,1.5437005612845296,7.0,0
90.5,2131.0,-0.08,1.43,1.53,6.17,-0.9300223566617866,2.814883553792272,6.6,0
83.8,2696.0,1.3,0.09,-2.09,5.44,-0.2587861180891964,2.62002939205066,6.9,1
95.2,2181.0,1.23,0.87,0.68,6.29,0.2449666662750961,2.6300068038073583,5.5,0
81.4,2494.0,-0.76,-0.65,2.01,6.74,-0.9403981639822916,1.629722467870086,6.7,0
97.1,2281.0,-0.12,0.58,-2.47,5.25,0.7573806816310981,4.104357475669855,6.7,1
95.5,2553.0,-0.55,1.32,-1.93,5.39,-0.3981067489609645,2.259436074677342,7.2,1
89.3,2424.0,0.61,0.21,-2.23,5.96,0.7271706737359667,1.7235653278426986,6.0,1
97.6,2393.0,-0.42,1.51,-2.25,6.0,-0.488023124852834,2.6925484983105665,7.0,1
83.5,2649.0,-0.93,-0.28,1.43,5.94,-0.7484282936960882,2.7307324821253363,6.4,0
86.4,2553.0,-0.19,0.8,1.25,6.22,-1.2563687636036314,-0.3948960443456781,6.6,0
95.9,2189.0,0.04,0.86,-1.99,5.71,1.5341579533098122,2.475767538429692,7.1,1
81.3,2697.0,0.73,-1.23,-2.21,6.15,-0.0344204875538247,1.645866425316898,5.8,1
88.4,1537.0,1.53,0.41,1.37,5.87,1.5238484459814692,2.4079580461028374,6.4,0
94.6,2157.0,1.18,1.02,0.78,6.09,-0.2167661148880024,1.3672176678377117,5.9,0
96.5,2168.0,1.36,0.81,0.7,6.35,0.7731515717664135,3.4923086935342376,5.8,0
82.7,2459.0,0.0,0.16,1.01,6.16,-0.1708549587373308,1.9361831794641315,5.9,0
89.3,2634.0,0.4,-0.07,-2.01,5.7,0.17572771150934,1.2766103259283232,6.2,1
85.3,2402.0,0.5,-0.15,-2.1,5.88,0.7946638219625869,2.3032842523857022,7.1,1
97.4,2319.0,0.12,1.36,0.92,5.88,0.5797121333547663,1.7041804097488755,6.8,0
93.9,2389.0,0.24,1.62,2.08,6.88,0.0086332801019365,2.4707349395430644,6.3,0
93.7,2302.0,-0.62,1.39,-2.1,6.12,-0.6641735883786279,1.9250800038842424,6.3,1
88.9,2317.0,-0.16,0.3,2.01,6.48,-0.4363047018154781,0.7487330235630565,7.0,0
96.7,2251.0,0.38,1.4,2.16,6.53,-0.5618236654601677,2.148416478879268,7.1,0
81.9,2797.0,-0.33,-0.72,1.07,5.87,-0.1559499213930518,1.0820745029598036,6.1,0
96.7,2296.0,-1.37,0.04,-2.27,5.18,-1.2314858831299058,2.0091845079162867,6.9,1
83.0,2423.0,-0.44,0.43,1.98,6.07,-0.5415147134714027,1.24551747789454,6.5,0
85.3,1403.0,1.23,0.46,1.41,5.64,0.7458802137078238,2.9158154858212786,6.6,0
97.9,2466.0,-0.26,1.25,-2.35,5.33,0.9652704507463096,2.1240024761338585,6.7,1
97.7,2347.0,-0.4,1.69,-1.95,5.63,-0.5148830960842496,2.6021923709918178,7.2,1
97.6,2436.0,-0.29,1.52,-2.18,5.79,0.8158603447337864,2.402417662749067,7.0,1
97.0,2402.0,0.2,1.46,2.16,6.53,0.4420020128348768,1.6910082079070967,7.0,0
88.5,1441.0,-1.24,0.85,-1.77,5.6,-0.7842448495102563,1.811743783304784,6.4,1
94.6,2371.0,-1.13,0.6,-2.08,5.12,-0.951320281239191,3.2966267470928483,7.4,1
81.1,2947.0,-0.79,-1.32,0.53,6.11,-0.4713728863368361,1.8228162273807056,5.9,0
96.2,2592.0,0.52,1.54,2.05,6.62,-0.5877337103296407,2.642819424790544,6.8,0
79.7,2355.0,-1.16,-1.05,2.09,6.6,-0.2245870024575575,1.8440719053224228,6.7,0
90.8,2132.0,-0.02,1.03,1.16,6.24,-0.3505853962485625,3.3143347488661217,6.4,0
84.1,2487.0,1.45,0.36,-2.25,5.58,0.624555296523178,2.153414741239993,6.8,1
85.8,2665.0,1.19,-0.18,-2.36,5.81,-0.6264334569731942,1.6109966574146215,6.9,1
98.7,2441.0,-0.97,1.37,-2.01,6.0,1.177088982395129,1.7900437799407358,6.5,1
82.5,2323.0,0.69,-0.14,-2.05,5.81,1.0746049779701432,1.3323059469151524,6.9,1
96.1,2339.0,-0.47,1.25,-2.11,5.79,-0.1523352898702447,2.069551878076117,7.0,1
88.9,2505.0,0.44,0.38,-1.86,5.34,1.210685883524215,1.53100919134893,6.9,1
94.7,2100.0,1.3,0.92,1.18,6.08,1.3407405683193057,2.063660184038889,6.7,0
98.1,2404.0,-0.32,1.26,-2.05,5.77,1.188824324433061,2.542700540997069,6.9,1
70.1,2291.0,1.0,-1.1,-1.65,6.26,0.6051561052288249,1.815117928264855,6.2,1
80.8,2903.0,-1.01,-0.56,0.95,6.07,0.8220279075597764,1.6961244588828936,5.8,0
73.7,2473.0,-0.08,-1.01,1.09,6.28,-0.2462589531071917,1.359612260291054,6.5,0
81.4,2513.0,-1.12,-1.03,2.11,6.7,0.3793950543474292,1.514756031331753,6.8,0
87.9,1790.0,1.22,0.78,2.44,6.31,0.4143621089046725,1.4691171078867202,6.7,0
94.0,2371.0,0.51,1.6,2.06,6.73,0.3325082296146554,3.3961485822218944,6.6,0
95.2,2282.0,1.51,0.51,0.5,6.36,-0.7312085289151373,1.323415624453108,6.1,0
95.9,2332.0,1.61,0.55,0.54,6.23,1.5675730502487917,3.431974448617419,5.7,0
92.9,1927.0,0.62,0.87,1.19,6.1,1.2172784480214394,2.8416300270943378,,0
87.7,1875.0,0.78,1.0,2.5,6.36,0.7629008048337413,2.448126955449429,6.8,0
94.8,2561.0,-0.4,1.27,-1.96,5.3,1.0174477897753431,2.586135161840894,7.4,1
97.2,2388.0,-1.32,0.75,-1.78,5.38,-1.094595514648555,1.9873256357914808,7.7,1
94.7,2223.0,1.35,0.85,0.64,6.17,1.0086426460599731,2.53376144697505,5.7,0
87.4,2662.0,1.35,-0.19,-2.07,5.53,2.090927712911125,0.5855652155171178,7.1,1
95.5,2199.0,0.94,0.92,0.51,6.42,0.609329408940622,4.08481677676523,5.5,0
87.9,2502.0,0.47,0.17,-1.95,5.71,0.7630878439711809,0.511286174678022,6.0,1
96.4,2486.0,-0.99,1.3,-1.91,5.5,0.3634328702276985,2.8934409137723414,7.3,1
95.4,2416.0,0.65,1.56,2.27,6.57,0.9176019826717172,2.371269194285216,6.8,0
91.6,2633.0,0.3,0.37,-2.27,5.82,1.1646614162809483,2.567311152208241,6.2,1
95.3,2214.0,1.26,0.94,0.99,6.33,0.4676274349526109,2.492146446535002,5.8,0
82.1,2751.0,-0.98,-0.17,1.57,5.7,0.0276615226387363,2.198481955078782,6.3,0
95.9,2091.0,1.18,1.18,0.48,6.17,-0.8204070364303306,1.1561317381530225,6.4,0
72.0,2240.0,-0.23,-1.36,1.17,6.45,1.23367381112384,3.250868635668737,6.1,0
97.7,2322.0,-0.48,1.37,-1.95,6.03,0.7912305173931306,2.420726100685358,7.0,1
85.1,2399.0,1.31,0.56,-2.48,5.25,-1.293256635224505,1.9974096525636829,6.6,1
91.2,1481.0,-1.0,0.6,-2.14,5.94,-0.476043876134586,1.850874213479041,6.3,1
96.9,2525.0,-0.9,1.27,-1.82,5.55,1.5633783794794578,3.370801312647443,7.2,1
88.0,2453.0,-0.42,0.5,2.18,6.7,-0.1747400085426433,2.2012794018839763,6.4,0
78.4,2657.0,-0.98,-1.29,0.83,6.17,-0.5130932122036542,2.256480419144188,5.7,0
95.0,2238.0,1.31,0.79,0.62,6.2,0.3571517098010863,2.937300738482353,5.9,0
96.1,2257.0,-0.11,1.23,0.9,5.93,-0.6586413215853646,3.569623363577821,6.6,0
96.2,2446.0,-0.88,1.42,-1.73,5.89,-0.012942347202311,3.2740681731954644,6.2,1
95.4,2467.0,-1.06,1.54,-1.84,5.75,0.3943041650026699,2.73973069384012,7.2,1
82.6,2220.0,-0.86,-0.72,1.98,6.87,-0.5171368037341499,0.3318683809757439,7.1,0
93.5,2296.0,0.28,1.69,2.19,6.73,0.0017548282587602,3.651587861455137,6.8,0
95.3,2587.0,-0.72,1.18,-1.92,5.29,-0.109275119209234,2.7090392369292653,7.2,1
93.1,2566.0,0.23,0.93,-2.35,5.89,2.04069205686903,2.244377996748783,6.5,1
94.2,2164.0,1.3,1.15,0.59,6.38,-0.0426824395607048,2.319598738699555,5.9,0
94.4,2153.0,1.4,0.95,0.5,6.18,1.7056328112686767,2.584853586028765,5.7,0
90.9,2595.0,0.22,0.13,-2.1,5.44,-0.451722771549861,0.9081075701002894,7.1,1
85.7,2435.0,0.52,0.15,-2.28,5.72,-0.4565540846567367,1.6742984798418,7.0,1
77.9,2956.0,-1.13,-1.16,0.91,6.26,0.2822107270724739,2.554545242342302,5.6,0
94.0,2096.0,0.89,0.74,1.01,5.75,-0.866174828458985,2.381734754751064,6.6,0
95.0,2293.0,0.18,1.47,2.05,6.47,-0.6540944494176455,2.505171411803977,7.1,0
96.7,2350.0,-0.08,1.18,-2.21,5.66,0.4549422614995459,2.112168108382382,6.8,1
95.7,2363.0,-0.56,1.76,-2.15,5.98,-0.2760039961142815,1.5641849956760543,6.4,1
93.8,2457.0,0.46,1.69,2.11,6.66,1.1633638895462066,2.954906295187544,6.8,0
94.8,2448.0,0.41,1.46,2.04,6.51,-0.2876878810031691,1.528525728862304,7.0,0
80.0,2478.0,-0.95,-1.03,2.2,6.6,0.9534648317563176,2.438192719420804,6.8,0
80.1,2822.0,-0.45,-1.56,0.61,6.1,-0.6757801554188805,2.4992680863053813,5.9,0
97.9,2318.0,-0.53,1.33,-2.1,5.92,-0.1021160824727748,2.780299727449233,7.1,1
97.3,2286.0,-0.07,1.07,-2.09,5.52,0.3972843149520988,2.647151673425374,6.8,1
88.6,2565.0,0.35,0.5,-2.17,5.25,0.5986042253300407,1.4582386083336134,7.0,1
96.8,2299.0,-0.55,1.42,-2.07,5.91,-0.7374375077124141,1.9981229315850704,7.1,1
88.8,2565.0,0.4,0.35,-1.9,5.84,-0.8648493648273428,3.293346758198174,6.2,1
94.4,2477.0,-0.82,1.58,-1.91,5.66,-0.2766040028355533,2.788362862100536,7.0,1
86.2,2472.0,-0.57,0.41,1.61,6.09,-0.7101122720078153,1.4701386973309116,6.5,0
98.9,2352.0,-0.26,1.08,-2.3,5.57,0.3886791757737129,2.1450081984187603,7.0,1
96.8,2305.0,-0.52,1.57,-2.07,5.99,0.2941807162398232,2.0820653253059493,6.9,1
95.7,2345.0,0.32,1.36,1.97,6.76,-0.4533348841987902,3.158303410706921,6.9,0
91.6,2723.0,0.33,0.21,-2.27,5.26,0.9900976214257378,1.707303731050735,6.6,1
93.8,2484.0,0.17,0.7,-2.29,5.36,-0.380209264566443,1.7686019650827032,6.7,1
91.4,1957.0,0.86,0.66,1.37,5.82,-0.4696959676644874,3.766037837294866,6.6,0
96.3,2498.0,-0.33,1.02,-2.3,5.86,0.5968445491617171,2.604499877403604,6.1,1
82.2,2800.0,1.09,-1.3,-2.06,5.89,0.6544087022848027,1.5200897765420622,6.3,1
91.7,2324.0,0.03,1.53,1.42,6.18,1.2028214121156495,2.812834136102758,6.4,0
81.5,2923.0,-0.65,-1.15,0.64,6.02,-2.080502445887831,-0.8975755498605515,6.2,0
81.7,2662.0,0.73,-0.78,-2.16,5.26,0.529757249065209,0.6624743086790934,7.2,1
89.3,2576.0,0.34,-0.02,-1.68,5.74,-0.5088962066425494,1.9610654950163675,6.3,1
85.0,2611.0,1.07,0.46,-2.49,5.55,-1.1235246979132798,2.8803399649109074,6.4,1
86.3,2452.0,0.44,0.1,-1.96,5.75,0.9355146911426112,1.066147058137275,7.3,1
91.0,2528.0,0.44,0.47,-2.67,5.41,0.4021297617123605,2.8688121468297503,7.0,1
90.5,2595.0,0.31,0.35,-2.56,5.69,1.4022079493079145,1.676316386102215,6.5,1
90.7,2514.0,0.34,0.42,-2.15,5.46,1.7423867941430846,1.487845049611877,7.0,1
87.2,1821.0,0.99,0.78,2.29,6.47,0.49699254176741,1.0518053431218772,7.1,0
82.9,2405.0,1.22,0.42,-2.23,5.71,-0.0207008959955965,1.770704493062686,6.6,1
94.9,2307.0,-1.27,0.95,-2.0,5.46,-0.9581565534096907,2.8904757276682007,7.1,1
83.8,2148.0,0.26,0.35,-1.87,5.87,1.4836602405264043,0.5916421879436267,7.1,1
83.0,2378.0,-1.01,-0.83,1.85,6.67,-0.2372750767968444,2.230423363448689,6.6,0
98.8,2489.0,-0.9,1.28,-2.32,5.73,-0.2126397739845327,2.1424307233305524,6.3,1
98.0,2345.0,-0.61,1.23,-2.29,5.81,-1.145131410587215,1.963478544889384,7.0,1
95.8,2471.0,-0.78,1.22,-1.9,5.32,0.1330022893962869,4.247628028051017,7.6,1
97.6,2514.0,-0.4,1.57,-2.25,5.81,0.7289719028106194,1.965004939423395,7.0,1
96.7,2336.0,0.39,1.58,2.04,6.56,-0.203865651367496,3.5237906885871,6.8,0
96.0,2230.0,-0.07,1.01,1.15,6.04,-0.9732739735849564,3.4606523929336603,6.7,0
93.6,2487.0,0.79,1.7,2.13,6.62,1.0559966565430918,2.522827742202782,6.9,0
85.8,2671.0,1.09,0.46,-2.09,5.35,1.677143264140299,0.9862989943181776,7.2,1
85.0,2637.0,1.13,0.26,-2.13,5.19,1.784683506153558,1.0168764384395192,7.2,1
96.4,2410.0,-0.78,1.44,-2.26,5.92,-0.3284125110063364,3.2382806555646844,6.5,1
91.1,2323.0,-0.09,1.6,1.59,6.0,-0.2125405771348779,2.503998519199798,6.5,0
96.9,2314.0,-0.43,1.37,-1.95,5.92,0.2166841729441782,2.954611383848033,7.2,1
96.7,2312.0,-0.38,1.26,-2.01,5.64,-0.2270664798105198,3.2516700629816526,7.1,1
94.1,2431.0,-0.62,1.16,-2.11,5.61,0.7012311608392592,3.942128912460788,7.1,1
86.4,2387.0,0.45,0.12,-2.03,5.91,0.4767707094262479,2.3219987120514536,7.0,1
96.1,2470.0,0.61,1.56,2.15,6.5,0.3157854783365269,2.026970045732748,7.0,0
86.7,,-0.23,-0.26,0.77,6.14,-0.9565398444023304,1.1342409097413917,5.7,0
86.6,2399.0,-0.25,0.32,1.59,6.14,0.252700650183457,2.817305263125653,6.4,0
95.8,2092.0,1.33,0.72,0.35,6.34,-0.253919030517971,2.9094519633814784,5.7,0
80.2,2922.0,-0.93,-0.94,1.06,6.08,0.047343230624928,1.404473702796667,6.0,0
82.2,2641.0,0.65,-1.13,-1.68,5.87,-0.2267525664886125,1.5318078280578895,6.1,1
72.6,2605.0,-0.9,-1.38,1.24,6.13,-0.3137315438992075,0.3123591258402003,6.6,0
87.3,2316.0,-0.63,0.46,2.02,6.48,-0.8104090090038356,1.0170319213649657,7.0,0
86.6,1663.0,1.08,0.65,2.36,6.42,1.223151504167567,1.964084088746728,7.1,0
95.6,2400.0,-0.16,1.56,-1.71,5.91,-0.2861497784910691,3.718496496936452,6.8,1
96.7,2487.0,-0.64,1.77,-2.09,5.82,-0.6249319351789298,3.0981344913579827,6.7,1
97.0,2496.0,-0.39,1.93,-2.03,5.82,-0.4963640311620763,2.84897745280576,7.0,1
98.4,2375.0,-0.73,1.56,-2.22,5.74,-0.0146725796003404,2.4148721174698347,6.4,1
84.3,2514.0,-0.21,-0.27,0.73,6.06,-0.4184334030407228,1.234581215438851,6.0,0
95.2,2439.0,-0.41,1.34,-1.85,5.56,-0.9957784452727658,3.9733747468265737,7.2,1
88.0,2439.0,-1.39,1.51,-2.18,5.56,0.7162113469567799,0.1885640538922117,7.4,1
95.7,2255.0,-1.41,0.8,-2.06,5.45,-0.309529383723182,2.7965698412706974,7.2,1
97.2,2456.0,0.4,1.5,2.0,6.54,-0.1608914391545334,2.156489921950429,6.9,0
81.1,2760.0,0.62,-0.53,-1.98,5.48,-0.3414502854536123,2.3287306362612683,7.1,1
89.1,2369.0,-0.12,0.81,2.09,6.81,-1.6204637876332806,0.3217449456869123,6.8,0
87.9,2557.0,-0.74,0.47,1.36,6.07,-1.261995293962748,1.1106661078549207,6.7,0
98.6,2389.0,-0.51,1.64,-2.08,5.95,-1.1448191918442474,2.709320391036873,7.0,1
97.8,2240.0,-0.06,1.04,-2.11,5.67,0.1641068443204151,2.3479171843029127,7.0,1
96.3,2543.0,0.55,1.58,2.09,6.48,0.0957231758612664,1.190672262058169,7.0,0
86.8,2329.0,-1.02,0.98,-2.19,5.89,-1.16308612544325,2.124972702915416,7.0,1
81.1,2365.0,-1.36,-1.03,2.15,6.53,-0.0023904695412126,0.6309810591947449,7.0,0
94.7,2524.0,-0.65,1.49,-1.78,5.55,0.6034037722559056,2.0869889918853826,7.2,1
78.7,3018.0,-1.16,-1.12,0.5,6.18,0.6040153764216434,1.9117787273598967,5.6,0
95.4,2392.0,-0.39,1.55,-2.21,5.87,0.3766085794238503,3.420319193838784,6.1,1
88.8,2460.0,-0.44,0.57,1.54,6.2,-0.1223369502849426,0.8812242796865897,6.5,0
96.0,2065.0,1.29,0.75,0.66,6.27,-0.0349201361455997,0.1200293727906856,5.7,0
94.6,2316.0,-0.83,1.48,-2.08,6.07,-1.8429402467882112,4.566097691309372,6.5,1
97.2,2403.0,-1.27,0.68,-2.49,5.54,-0.4353308686236856,2.6805905823432017,7.0,1
83.4,2334.0,-1.12,-0.61,2.09,6.58,-1.150385839752588,-1.603478779368618,6.9,0
97.5,2476.0,-0.47,1.49,-1.92,5.81,1.0335543908178677,1.3172501508039327,7.3,1
95.8,2187.0,-0.51,1.6,-1.91,5.75,0.356027805161353,3.178456268321769,6.9,1
95.2,2382.0,-0.82,1.48,-2.0,6.06,-0.4492006576939973,1.998666876167149,6.1,1
96.0,2403.0,-0.66,1.29,-2.14,5.5,-0.9162689625844048,1.6949985440107698,7.2,1
91.2,1781.0,-1.17,0.8,-2.29,5.7,-0.6664162348200948,1.8078891425559296,6.2,1
87.8,2265.0,-1.1,0.93,-2.25,5.85,-0.3655385410193479,1.65319609161675,7.3,1
91.9,2592.0,0.19,0.49,-2.12,5.19,1.1513917763319728,2.601117036387553,7.2,1
91.0,1674.0,1.33,0.31,0.67,6.14,0.8988134499262922,1.6940026693508914,6.0,0
